#[unix-s]	[s]	[yyyy]	[mm]	[dd]	[HH]	[MM]	[SS]	[deg]	[deg]	[mbar]	[0-1]	[ppb]	[ppb]	[ppm]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppb]	[ppb]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppm]	[ppb]	[km]	[PVU]	[K]	[km]	[hPa]	[hPa]	[K]	[K]	[km]	[km]	[deg]	[no]	[no]	[no]	[ppmv]	[s]
descriptor \
unitime	TimeCRef	year	month	day	hour	min	sec	lon	lat	p	type	CH4	d_CH4	CO2	d_CO2	N2O	d_N2O	SF6	d_SF6	int_CO	int_O3	int_H2O_gas	int_NO	int_NOy	int_acetone	int_acetonitrile	int_CO2	int_CH4	int_h_rel_TP	int_PV	int_Tpot	int_z_km	int_dp_strop_hpa	int_dp_dtrop_hpa	int_pt_rel_sTP_K	int_pt_rel_dTP_K	int_z_rel_sTP_km	int_z_rel_dTP_km	int_eqlat	flight	canister	standard	cal_MR	dt_analysis_CO2
1285286379	7179	2010	9	24	1	59	39	138.10	40.84	238.56	1	1813.025	0.8068	387.765	0.0299	324.521	0.0999	7.200	0.0312	nan	91.36	47.00	nan	0.72	nan	nan	387.20	nan	-0.39	2.49	339.50	10.86	96.23	69.09	-35.91	-21.36	-3.41	-2.21	43.96	312	54	5	374.946564	1006755
1285288175	8975	2010	9	24	2	29	35	138.16	45.15	240.76	1	1784.459	0.7941	389.051	0.0300	320.302	0.0989	7.084	0.0307	47.14	193.18	19.82	nan	1.47	nan	nan	388.40	nan	0.91	6.34	339.19	10.53	-24.84	-50.15	10.72	17.13	0.62	1.20	52.03	312	56	5	374.946564	1011631
1287565645	40045	2010	10	20	11	7	25	4.39	49.47	237.63	0	1805.816	1.1286	387.136	0.0302	321.962	0.1144	7.150	0.0384	nan	92.29	27.17	nan	1.10	nan	nan	390.72	1806.88	-0.13	4.49	336.99	10.51	-1.34	-39.76	-1.08	9.06	-0.07	0.92	46.52	313	89	5	374.946564	207985
1287570205	44605	2010	10	20	12	23	25	-8.62	48.01	226.50	0	1835.930	1.1475	387.838	0.0303	324.552	0.1152	7.287	0.0391	80.02	43.05	57.80	0.02	0.27	nan	nan	388.56	1836.03	nan	0.98	324.72	11.12	20.86	16.81	-5.11	-3.30	-0.60	-0.48	42.88	313	91	5	374.946564	213723
1287572485	46885	2010	10	20	13	1	25	-15.25	47.56	226.50	0	1817.715	1.1361	387.003	0.0302	324.408	0.1151	7.231	0.0388	62.94	71.54	60.27	0.10	0.66	nan	nan	387.60	1819.20	-0.82	1.84	329.13	11.14	26.01	37.18	-7.77	-13.18	-0.77	-1.14	43.48	313	92	5	374.946564	216605
1287588446	62846	2010	10	20	17	27	26	-50.38	27.62	205.54	0	1811.730	1.1323	387.287	0.0302	324.513	0.1152	7.244	0.0389	65.44	55.28	31.47	0.09	0.26	nan	nan	387.80	nan	nan	0.77	342.57	12.13	85.39	84.33	-30.96	-29.69	-3.30	-3.24	28.11	313	99	5	374.946564	236726
1287590726	65126	2010	10	20	18	5	26	-54.20	24.00	205.57	0	1833.248	1.1458	387.591	0.0302	324.955	0.1153	7.239	0.0389	86.74	45.99	58.46	0.17	0.40	nan	nan	388.04	nan	nan	0.26	344.16	12.21	98.95	99.57	-30.59	-31.18	-3.96	-4.00	20.37	313	100	5	374.946564	239604
1287595286	69686	2010	10	20	19	21	26	-61.51	16.24	205.57	0	1826.471	1.1415	387.731	0.0302	324.889	0.1153	7.194	0.0386	79.38	53.59	40.65	0.19	0.54	nan	nan	387.87	nan	nan	0.74	345.16	12.23	105.62	110.16	-33.17	-38.03	-4.34	-4.61	26.54	313	102	5	374.946564	245362
1287609085	83485	2010	10	20	23	11	25	-66.66	13.73	237.68	1	1829.890	0.9369	387.757	0.0322	324.501	0.0890	7.179	0.0294	nan	48.38	54.56	nan	0.41	nan	nan	387.81	1826.99	nan	0.02	346.98	11.29	131.38	142.48	-22.14	-33.85	-4.93	-5.56	1.49	314	1	5	374.946564	319049
1287610339	84739	2010	10	20	23	32	19	-66.46	16.42	228.48	1	1825.359	0.9346	387.865	0.0322	325.011	0.0891	7.197	0.0295	81.91	47.62	89.65	nan	0.40	nan	nan	387.74	1827.14	nan	0.01	344.90	11.52	125.51	129.98	-25.86	-30.07	-4.81	-5.06	0.33	314	9	5	374.946564	324485
1287610985	85385	2010	10	20	23	43	5	-66.15	17.78	226.57	1	1823.237	0.9335	387.719	0.0322	325.088	0.0891	7.205	0.0295	81.49	45.40	98.31	nan	0.44	nan	nan	387.45	1825.87	nan	0.15	344.95	11.63	126.15	128.83	-29.38	-33.08	-4.93	-5.08	13.45	314	10	5	374.946564	327183
1287612241	86641	2010	10	21	0	4	1	-65.81	20.49	226.50	1	1817.743	0.9307	387.524	0.0322	324.732	0.0890	7.244	0.0297	nan	41.72	168.58	nan	0.41	nan	nan	387.28	1818.26	nan	0.12	345.31	11.63	115.65	122.99	-22.21	-29.88	-4.35	-4.74	11.61	314	12	5	374.946564	332607
1287612875	87275	2010	10	21	0	14	35	-65.27	21.80	226.48	1	1817.871	0.9307	387.447	0.0322	324.815	0.0890	7.224	0.0296	81.21	43.32	195.73	nan	0.38	nan	nan	387.24	1817.74	nan	0.19	345.14	11.63	120.20	122.79	-27.65	-30.26	-4.59	-4.73	16.14	314	13	5	374.946564	335315
1287613507	87907	2010	10	21	0	25	7	-64.48	23.03	226.50	1	1819.017	0.9313	387.572	0.0322	324.956	0.0891	7.215	0.0296	80.71	43.23	249.70	nan	0.35	nan	nan	387.26	1821.61	nan	0.28	344.11	11.62	101.42	124.77	-15.74	-32.98	-3.65	-4.84	20.05	314	14	5	374.946564	338017
1287614136	88536	2010	10	21	0	35	36	-63.63	24.22	226.47	1	1819.435	0.9316	387.627	0.0322	324.805	0.0890	7.266	0.0298	80.42	39.15	224.96	nan	0.30	nan	nan	387.49	1820.19	nan	0.26	344.16	11.61	108.22	114.70	-20.78	-25.89	-3.99	-4.31	19.64	314	15	5	374.946564	340732
1287615411	89811	2010	10	21	0	56	51	-61.81	26.67	215.79	1	1818.300	0.9310	387.751	0.0322	325.064	0.0891	7.262	0.0297	79.00	35.96	136.62	nan	0.18	nan	nan	387.54	1820.21	nan	-0.01	343.43	11.90	99.01	99.98	-25.96	-26.96	-3.74	-3.79	-1.88	314	3	5	374.946564	346145
1287616042	90442	2010	10	21	1	7	22	-60.88	27.89	215.80	1	1821.748	0.9327	387.849	0.0322	325.023	0.0891	7.271	0.0298	80.94	37.26	171.21	nan	0.16	nan	nan	387.74	1821.62	nan	-0.06	342.18	11.89	85.73	99.82	-19.97	-29.59	-3.13	-3.78	-7.60	314	4	5	374.946564	348856
1287616672	91072	2010	10	21	1	17	52	-59.90	29.12	215.80	1	1820.382	0.9320	387.817	0.0322	325.101	0.0891	7.245	0.0297	80.89	39.83	141.81	nan	nan	nan	nan	387.50	1820.24	nan	-0.01	342.08	11.86	74.50	99.39	-14.80	-32.72	-2.64	-3.77	-1.39	314	5	5	374.946564	351568
1287617302	91702	2010	10	21	1	28	22	-58.80	30.30	215.81	1	1831.300	0.9376	388.383	0.0322	324.803	0.0890	7.276	0.0298	nan	38.40	158.63	nan	0.18	nan	nan	388.15	1832.71	nan	0.00	341.92	11.84	57.21	108.48	-9.84	-43.32	-1.92	-4.28	0.14	314	6	5	374.946564	354276
1287617932	92332	2010	10	21	1	38	52	-57.67	31.45	215.80	1	1833.120	0.9386	388.281	0.0322	324.927	0.0891	7.279	0.0298	89.72	42.44	116.12	nan	0.58	nan	nan	388.14	1834.92	nan	-0.20	342.24	11.82	59.36	118.92	-10.96	-53.99	-2.00	-4.89	-15.94	314	7	5	374.946564	356986
1287619185	93585	2010	10	21	1	59	45	-55.36	33.68	215.78	1	1804.155	0.9237	387.759	0.0322	324.989	0.0891	7.194	0.0295	70.58	26.43	110.14	nan	0.11	nan	nan	387.64	1804.90	nan	0.20	338.99	11.77	60.48	119.69	-14.64	-58.53	-2.04	-4.94	18.04	314	23	5	374.946564	362499
1287619815	94215	2010	10	21	2	10	15	-54.15	34.74	215.80	1	1802.360	0.9228	387.827	0.0322	324.616	0.0890	7.245	0.0297	69.99	27.02	80.49	nan	0.14	nan	nan	387.62	1805.64	nan	0.24	337.11	11.74	60.23	119.39	-14.57	-59.48	-2.03	-4.92	20.13	314	24	5	374.946564	365213
1287621075	95475	2010	10	21	2	31	15	-51.59	36.82	215.78	1	1811.142	0.9273	387.609	0.0322	324.843	0.0890	7.214	0.0295	73.14	35.79	78.13	nan	0.17	nan	nan	387.58	1811.33	nan	0.36	334.12	11.69	52.15	53.14	-12.75	-14.24	-1.71	-1.79	26.24	314	26	5	374.946564	370643
1287622982	97382	2010	10	21	3	3	2	-47.42	39.79	205.50	1	1828.195	0.9360	387.978	0.0322	324.280	0.0889	7.242	0.0297	80.36	78.70	49.69	nan	0.57	nan	nan	387.87	1827.23	-0.51	1.14	332.11	11.93	36.69	25.07	-10.34	-4.83	-1.19	-0.79	37.67	314	29	5	374.946564	378764
1287623611	98011	2010	10	21	3	13	31	-45.96	40.70	205.50	1	1840.062	0.9421	387.913	0.0322	324.738	0.0890	7.297	0.0299	87.85	59.21	42.80	nan	0.64	nan	nan	387.84	1842.04	nan	1.01	330.37	11.91	36.15	22.67	-10.47	-4.03	-1.17	-0.71	38.24	314	30	5	374.946564	381475
1287624871	99271	2010	10	21	3	34	31	-42.91	42.49	205.49	1	1844.930	0.9446	387.982	0.0322	324.796	0.0890	7.314	0.0300	89.43	57.40	41.09	nan	0.58	nan	nan	387.87	1845.38	nan	0.37	328.72	11.86	27.41	25.32	-7.05	-6.14	-0.87	-0.79	29.96	314	18	5	374.946564	386897
1287625501	99901	2010	10	21	3	45	1	-41.32	43.35	205.49	1	1866.605	0.9557	388.412	0.0322	325.096	0.0891	7.359	0.0301	101.55	66.06	37.44	nan	0.84	nan	nan	388.32	1866.75	-1.10	0.49	327.87	11.84	27.23	26.10	-7.22	-6.68	-0.86	-0.82	34.18	314	19	5	374.946564	389607
1287626130	100530	2010	10	21	3	55	30	-39.66	44.16	205.50	1	1836.310	0.9402	387.685	0.0322	324.997	0.0891	7.285	0.0298	84.87	51.63	44.05	nan	0.46	nan	nan	387.65	1839.73	nan	0.46	327.61	11.82	24.79	25.23	-5.97	-5.98	-0.78	-0.79	33.56	314	20	5	374.946564	392318
1287626762	101162	2010	10	21	4	6	2	-37.81	44.81	205.50	1	1870.904	0.9579	388.411	0.0322	324.989	0.0891	7.432	0.0304	104.84	62.54	32.53	nan	nan	nan	nan	388.40	1872.01	nan	0.62	327.30	11.80	24.71	23.05	-7.35	-6.33	-0.77	-0.72	37.35	314	21	5	374.946564	395026
1287627392	101792	2010	10	21	4	16	32	-35.91	45.42	205.50	1	1876.673	0.9609	388.665	0.0323	324.921	0.0891	7.360	0.0301	107.21	62.32	34.69	nan	0.91	nan	nan	388.56	1877.11	nan	0.79	327.04	11.77	21.12	19.86	-6.12	-5.25	-0.66	-0.62	39.42	314	22	5	374.946564	397740
1287628027	102427	2010	10	21	4	27	7	-33.92	46.01	205.52	1	1848.963	0.9467	387.980	0.0322	324.752	0.0890	7.277	0.0298	90.81	70.20	37.88	nan	0.80	nan	nan	387.87	1848.44	-0.87	1.97	327.53	11.75	9.88	9.72	-2.65	-3.21	-0.30	-0.31	44.41	314	31	5	374.946564	402609
1287628650	103050	2010	10	21	4	37	30	-31.92	46.55	205.50	1	1807.762	0.9256	387.976	0.0322	323.076	0.0886	7.160	0.0293	56.92	110.56	34.82	nan	1.10	nan	nan	387.85	1806.92	0.13	3.12	330.00	11.72	9.76	1.77	-3.85	-0.56	-0.30	-0.06	46.80	314	38	5	374.946564	405324
1287629914	104314	2010	10	21	4	58	34	-27.84	47.55	205.50	1	1810.591	0.9270	388.026	0.0322	323.063	0.0886	7.198	0.0295	58.15	121.60	35.25	nan	1.07	nan	nan	387.88	1811.92	0.27	5.64	330.87	11.69	-4.26	-18.48	2.17	7.17	0.12	0.53	52.02	314	40	5	374.946564	410740
1287630544	104944	2010	10	21	5	9	4	-25.78	48.00	205.53	1	1805.710	0.9245	388.315	0.0322	321.512	0.0883	7.158	0.0293	nan	161.27	26.37	nan	1.22	nan	nan	388.31	1807.53	0.68	5.66	333.52	11.67	-13.31	-19.57	6.20	8.85	0.39	0.57	50.72	314	41	5	374.946564	413448
1287631807	106207	2010	10	21	5	30	7	-21.57	48.79	205.50	1	1801.509	0.9224	387.957	0.0322	322.020	0.0884	7.142	0.0293	51.32	156.81	20.66	nan	nan	nan	nan	387.94	1803.01	0.65	5.75	338.55	11.66	-12.13	-17.81	5.36	7.47	0.35	0.51	49.61	314	43	5	374.946564	418863
1287632434	106834	2010	10	21	5	40	34	-19.41	49.11	205.46	1	1814.226	0.9289	386.826	0.0321	324.448	0.0890	7.221	0.0296	56.56	96.46	20.91	nan	0.72	nan	nan	387.09	1815.21	-0.07	4.46	341.53	11.66	-13.83	-11.58	5.77	4.77	0.41	0.34	44.15	314	44	5	374.946564	421574
1287633694	108094	2010	10	21	6	1	34	-15.02	49.52	205.50	1	1801.967	0.9226	387.762	0.0322	322.130	0.0884	7.125	0.0292	49.16	158.67	20.55	nan	1.28	nan	nan	387.71	1802.83	0.66	4.21	339.17	11.67	11.96	-30.02	-4.62	8.73	-0.39	0.86	43.73	314	32	5	374.946564	426996
1287634322	108722	2010	10	21	6	12	2	-12.83	49.71	205.50	1	1815.245	0.9294	387.145	0.0321	324.614	0.0890	7.209	0.0295	60.50	73.83	25.31	nan	0.62	nan	nan	387.04	1816.77	-0.71	4.01	337.03	11.67	2.71	-9.51	-1.10	3.42	-0.09	0.28	44.29	314	33	5	374.946564	429708
1287635586	109986	2010	10	21	6	33	6	-8.33	50.16	205.50	1	1812.837	0.9282	387.446	0.0322	323.770	0.0888	7.188	0.0294	nan	102.93	28.65	nan	0.78	nan	nan	387.40	1813.49	0.05	4.16	334.72	11.65	11.51	-11.54	-4.49	3.89	-0.36	0.34	45.69	314	35	5	374.946564	435128
1287659446	47446	2010	10	21	13	10	46	13.78	50.28	261.23	0	1810.668	1.1317	387.275	0.0302	322.616	0.1146	7.242	0.0389	57.60	123.26	38.76	nan	0.54	nan	nan	387.80	1811.28	0.29	4.84	324.44	9.85	20.20	-26.98	-5.33	5.84	-0.55	0.55	54.52	315	103	5	374.946564	188628
1287662085	50085	2010	10	21	13	54	45	22.92	52.62	261.25	0	1765.733	1.1036	388.740	0.0303	316.230	0.1128	6.969	0.0374	36.65	288.52	9.20	nan	1.56	nan	nan	388.71	1767.92	2.42	8.51	334.29	9.65	-65.18	-78.85	28.43	31.75	1.46	1.72	74.87	315	104	5	374.946564	191143
1287667365	55365	2010	10	21	15	22	45	42.74	58.41	259.99	0	1834.311	1.1464	387.691	0.0302	324.541	0.1152	7.255	0.0389	78.45	55.68	37.47	nan	0.35	nan	nan	387.62	1836.73	nan	1.49	326.97	10.01	62.33	51.05	-16.52	-12.27	-1.76	-1.40	44.43	315	106	5	374.946564	196179
1287683201	71201	2010	10	21	19	46	41	106.98	49.81	222.15	0	1797.676	1.1235	387.911	0.0303	321.081	0.1142	7.124	0.0382	47.66	173.13	19.45	nan	1.22	nan	nan	387.79	1799.50	0.79	5.96	331.02	10.93	-9.93	-35.89	4.02	11.32	0.27	0.95	53.78	315	112	5	374.946564	211281
1287688482	76482	2010	10	21	21	14	42	118.13	40.05	214.78	0	1807.986	1.1300	387.489	0.0302	322.468	0.1146	7.150	0.0384	52.31	140.86	27.84	nan	1.00	nan	nan	387.40	1808.58	0.48	4.45	340.35	11.54	-10.24	-14.17	4.45	5.44	0.30	0.40	43.85	315	114	5	374.946564	216316
1287691122	79122	2010	10	21	21	58	42	124.91	37.18	215.81	0	1813.727	1.1336	387.215	0.0302	324.375	0.1151	7.126	0.0382	53.72	92.58	14.09	nan	0.47	nan	nan	387.13	1815.94	-0.15	3.29	350.52	11.64	103.84	86.04	-37.69	-29.32	-4.20	-3.39	34.85	315	115	5	374.946564	218836
1287704228	5828	2010	10	22	1	37	8	137.80	36.68	314.03	1	1841.437	0.9428	385.975	0.0320	324.552	0.0890	7.321	0.0300	nan	50.99	1117.52	nan	0.28	nan	nan	387.02	1844.61	nan	0.54	339.20	9.18	-64.23	184.17	6.53	-26.75	0.80	-5.76	27.74	316	46	5	374.946564	376580
1287705128	6728	2010	10	22	1	52	8	138.03	38.65	286.63	1	1811.133	0.9273	387.320	0.0321	324.713	0.0890	7.169	0.0294	66.91	66.24	30.84	nan	0.57	nan	nan	386.69	1810.25	-1.11	1.36	339.47	9.72	-75.54	141.68	14.46	-27.27	1.64	-4.46	32.83	316	53	5	374.946564	379024
1287706028	7628	2010	10	22	2	7	8	138.05	40.70	280.31	1	1818.293	0.9310	387.523	0.0322	324.782	0.0890	7.181	0.0294	62.77	79.02	47.19	0.24	1.01	nan	nan	386.67	1819.81	-0.52	2.64	331.59	9.77	23.35	95.52	-6.67	-24.45	-0.87	-2.95	44.44	316	54	5	374.946564	381458
1287706932	8532	2010	10	22	2	22	12	138.17	42.71	280.16	1	1815.348	0.9295	387.516	0.0322	324.788	0.0890	7.244	0.0297	68.17	61.53	98.75	0.10	0.54	nan	nan	386.81	1815.19	-1.19	1.78	322.50	9.71	21.41	75.18	-5.41	-23.90	-0.53	-2.14	47.47	316	55	5	374.946564	383894
1287707833	9433	2010	10	22	2	37	13	138.17	44.67	280.09	1	1830.858	0.9374	388.330	0.0322	324.422	0.0889	7.282	0.0298	74.81	77.22	91.25	0.50	1.61	nan	nan	387.63	1831.04	-0.59	1.24	318.94	9.65	33.75	31.87	-7.62	-6.82	-0.83	-0.79	48.61	316	56	5	374.946564	386337
1287708730	10330	2010	10	22	2	52	10	138.01	46.62	280.09	1	1836.578	0.9403	388.774	0.0323	324.493	0.0890	7.327	0.0300	81.04	66.26	92.52	0.14	0.68	nan	nan	388.15	1838.03	-1.16	0.94	315.80	9.59	36.84	35.83	-8.39	-8.36	-0.90	-0.87	48.77	316	57	5	374.946564	388782
1287710527	12127	2010	10	22	3	22	7	135.93	50.11	280.10	1	1849.137	0.9468	389.712	0.0323	324.555	0.0890	7.340	0.0301	95.96	51.09	44.20	0.02	0.34	nan	nan	389.17	1850.93	nan	1.10	310.20	9.47	32.12	25.74	-8.07	-5.57	-0.77	-0.61	53.05	316	59	5	374.946564	393669
1287711465	13065	2010	10	22	3	37	45	134.35	51.67	239.96	1	1815.886	0.9297	387.643	0.0322	323.462	0.0887	7.206	0.0295	62.02	113.18	45.00	0.16	1.21	nan	nan	387.47	1816.21	0.17	5.62	321.11	10.39	-14.39	-11.74	6.62	6.06	0.36	0.30	59.63	316	60	5	374.946564	396079
1287712365	13965	2010	10	22	3	52	45	132.79	53.15	239.90	1	1791.631	0.9173	388.294	0.0322	320.633	0.0881	7.087	0.0290	46.44	180.67	25.24	0.07	1.74	nan	nan	387.77	1792.91	0.89	5.59	323.67	10.33	-11.91	-21.09	5.72	9.24	0.30	0.53	57.89	316	47	5	374.946564	398519
1287713265	14865	2010	10	22	4	7	45	132.15	54.95	239.91	1	1774.046	0.9083	388.945	0.0323	317.417	0.0874	6.990	0.0286	38.83	251.30	12.49	0.09	2.38	nan	nan	388.36	1776.06	2.07	6.98	329.48	10.26	-36.69	-48.36	16.12	18.87	0.91	1.16	60.27	316	48	5	374.946564	400959
1287714164	15764	2010	10	22	4	22	44	131.44	56.82	239.99	1	1795.978	0.9195	388.262	0.0322	321.230	0.0882	7.087	0.0290	nan	170.03	15.45	0.05	1.38	nan	nan	387.61	1798.00	0.77	7.42	334.87	10.19	-64.64	-86.20	25.99	30.48	1.54	1.97	62.56	316	49	5	374.946564	403404
1287715063	16663	2010	10	22	4	37	43	129.98	58.58	239.91	1	1786.179	0.9145	388.536	0.0322	319.365	0.0878	7.083	0.0290	43.25	214.51	14.93	0.04	1.63	nan	nan	387.95	1787.77	1.45	7.60	333.91	10.14	-72.69	-82.91	28.84	31.11	1.70	1.91	64.79	316	50	5	374.946564	405847
1287715965	17565	2010	10	22	4	52	45	128.21	60.33	239.97	1	1769.184	0.9058	389.039	0.0323	316.883	0.0873	7.019	0.0288	37.26	269.67	9.49	0.03	1.89	nan	nan	388.46	1771.06	2.24	8.15	334.20	10.09	-72.12	-81.37	28.84	30.89	1.68	1.87	71.83	316	51	5	374.946564	408283
1287717775	19375	2010	10	22	5	22	55	122.68	63.31	239.91	1	1750.494	0.8963	389.117	0.0323	314.064	0.0866	6.898	0.0283	34.35	305.85	7.75	0.02	1.89	nan	nan	388.58	1746.73	2.58	7.82	331.67	10.02	-74.22	-82.54	31.22	33.09	1.72	1.88	67.79	316	61	5	374.946564	457957
1287718658	20258	2010	10	22	5	37	38	119.30	64.53	239.96	1	1751.901	0.8970	389.116	0.0323	313.638	0.0866	6.908	0.0283	32.03	325.65	6.90	0.05	2.25	nan	nan	388.72	1750.44	2.77	7.23	331.80	10.00	-60.79	-81.15	27.87	33.19	1.44	1.86	61.16	316	68	5	374.946564	460416
1287719557	21157	2010	10	22	5	52	37	115.39	65.61	239.91	1	1752.713	0.8974	388.987	0.0323	314.346	0.0867	6.895	0.0282	33.13	316.00	7.05	nan	2.06	nan	nan	388.61	1752.85	2.68	7.40	331.95	9.98	-70.91	-76.45	32.28	33.75	1.65	1.76	62.83	316	69	5	374.946564	462859
1287720458	22058	2010	10	22	6	7	38	111.09	66.59	239.90	1	1776.226	0.9094	388.895	0.0323	318.736	0.0877	7.001	0.0287	38.04	235.48	7.73	nan	1.94	nan	nan	388.46	1779.93	1.83	7.88	332.13	9.98	-72.77	-77.01	33.69	34.78	1.68	1.77	68.65	316	70	5	374.946564	465302
1287721363	22963	2010	10	22	6	22	43	106.45	67.48	239.91	1	1780.497	0.9116	388.744	0.0323	318.885	0.0877	7.041	0.0288	38.31	225.00	7.76	nan	1.67	nan	nan	388.42	1783.77	1.62	8.20	333.19	9.99	-73.52	-78.84	33.06	34.40	1.70	1.80	72.84	316	71	5	374.946564	467739
1287722259	23859	2010	10	22	6	37	39	101.56	68.20	239.91	1	1779.228	0.9110	388.914	0.0323	318.710	0.0877	7.035	0.0288	38.92	238.17	8.71	nan	1.83	nan	nan	388.39	1778.91	1.91	8.66	331.29	10.01	-58.00	-68.54	27.87	30.76	1.37	1.59	77.77	316	72	5	374.946564	467401
1287723158	24758	2010	10	22	6	52	38	96.44	68.74	239.85	1	1780.130	0.9114	388.346	0.0322	318.721	0.0877	7.047	0.0289	42.51	219.78	13.51	nan	2.00	nan	nan	388.20	1781.85	1.58	7.90	326.34	10.05	-49.32	-51.42	24.53	25.25	1.18	1.23	68.58	316	73	5	374.946564	472628
1287724963	26563	2010	10	22	7	22	43	85.87	69.42	239.90	1	1780.119	0.9114	388.744	0.0323	318.644	0.0877	7.036	0.0288	41.17	224.50	11.90	nan	1.69	nan	nan	388.12	1780.54	1.62	7.53	328.85	10.17	-38.00	-57.74	15.08	20.16	0.93	1.37	65.59	316	75	5	374.946564	477501
1287725862	27462	2010	10	22	7	37	42	80.77	69.78	239.91	1	1812.502	0.9280	388.300	0.0322	322.232	0.0885	7.177	0.0294	nan	136.16	32.94	nan	1.43	nan	nan	387.84	1814.61	0.44	4.95	320.90	10.25	-3.44	-9.00	1.36	3.41	0.09	0.23	57.90	316	62	5	374.946564	479942
1287726761	28361	2010	10	22	7	52	41	75.65	69.99	239.92	1	1829.587	0.9367	388.511	0.0322	323.373	0.0887	7.241	0.0297	77.80	100.31	42.96	nan	0.89	nan	nan	388.04	1831.06	0.02	2.65	318.28	10.33	7.72	7.90	-2.76	-2.55	-0.21	-0.21	53.38	316	63	5	374.946564	482381
1287727662	29262	2010	10	22	8	7	42	70.51	70.04	239.90	1	1833.537	0.9388	388.943	0.0323	324.735	0.0890	7.289	0.0299	87.00	58.72	44.61	nan	0.58	nan	nan	388.61	1836.16	nan	2.01	319.43	10.39	27.54	15.17	-8.39	-3.80	-0.76	-0.41	50.45	316	64	5	374.946564	484824
1287728563	30163	2010	10	22	8	22	43	65.38	69.93	239.90	1	1834.078	0.9390	389.266	0.0323	324.719	0.0890	7.304	0.0299	84.61	60.36	50.16	nan	0.49	nan	nan	388.71	1835.72	nan	0.65	320.48	10.43	40.09	38.19	-10.56	-9.32	-1.14	-1.08	41.18	316	65	5	374.946564	487261
1287729466	31066	2010	10	22	8	37	46	60.12	69.68	239.94	1	1829.155	0.9365	387.773	0.0322	324.684	0.0890	7.345	0.0301	77.36	54.23	34.54	nan	0.43	nan	nan	387.30	1831.73	nan	1.00	326.07	10.44	40.45	43.80	-9.67	-11.28	-1.15	-1.26	43.44	316	66	5	374.946564	489698
1287730366	31966	2010	10	22	8	52	46	54.85	69.33	239.92	1	1835.110	0.9396	387.917	0.0322	324.686	0.0890	7.333	0.0300	82.69	47.06	51.35	nan	0.39	nan	nan	387.45	1837.62	nan	0.94	325.45	10.42	43.32	47.49	-11.23	-13.25	-1.25	-1.38	41.79	316	67	5	374.946564	492138
1287732158	33758	2010	10	22	9	22	38	44.71	68.06	239.91	1	1831.425	0.9377	387.774	0.0322	324.691	0.0890	7.329	0.0300	77.48	49.32	40.73	nan	0.47	nan	nan	387.39	1832.19	nan	1.89	328.84	10.28	22.79	27.42	-7.01	-7.52	-0.69	-0.78	40.21	316	81	5	374.946564	497102
1287733060	34660	2010	10	22	9	37	40	39.88	67.13	239.99	1	1790.884	0.9169	388.314	0.0322	320.423	0.0881	7.129	0.0292	44.14	189.04	16.72	nan	1.56	nan	nan	387.70	1791.98	0.92	5.20	337.59	10.18	-33.58	-91.16	12.04	24.00	0.78	2.08	47.25	316	82	5	374.946564	499544
1287733965	35565	2010	10	22	9	52	45	35.18	66.24	239.96	1	1784.010	0.9134	388.571	0.0323	319.417	0.0878	7.026	0.0288	41.35	216.23	11.73	nan	1.76	nan	nan	387.84	1783.95	1.47	7.33	337.84	10.11	-39.80	-46.44	21.13	23.83	1.00	1.14	60.83	316	83	5	374.946564	501975
1287734871	36471	2010	10	22	10	7	51	30.88	65.24	237.64	1	1767.900	0.9052	388.942	0.0323	316.961	0.0873	7.034	0.0288	36.58	266.75	11.11	nan	nan	nan	nan	388.15	1767.62	2.17	7.67	337.85	10.13	-38.74	-38.37	23.42	23.47	0.97	0.96	65.54	316	84	5	374.946564	504411
1287735783	37383	2010	10	22	10	23	3	27.55	63.86	226.50	1	1750.372	0.8962	388.994	0.0323	313.532	0.0865	6.919	0.0283	nan	348.69	7.70	0.00	1.99	nan	nan	388.18	1751.08	2.97	7.26	346.52	10.40	-79.54	-119.30	34.72	42.64	1.97	2.75	58.81	316	85	5	374.946564	506847
1287736714	38314	2010	10	22	10	38	34	24.81	62.25	205.51	1	1742.520	0.8922	388.755	0.0323	311.527	0.0861	6.899	0.0283	30.74	399.76	6.23	nan	1.99	nan	nan	388.09	1743.88	3.25	7.99	358.16	11.04	-146.18	-154.02	60.62	62.39	3.55	3.69	66.56	316	86	5	374.946564	509252
1287737613	39213	2010	10	22	10	53	33	22.45	60.65	205.51	1	1758.793	0.9005	388.604	0.0323	314.319	0.0867	6.972	0.0286	35.35	340.30	5.74	0.00	1.76	nan	nan	387.76	1759.86	2.90	8.25	357.78	11.05	-150.38	-149.70	64.11	64.04	3.63	3.62	70.11	316	87	5	374.946564	511691
1287738513	40113	2010	10	22	11	8	33	20.30	59.02	205.53	1	1755.662	0.8989	388.768	0.0323	313.540	0.0865	6.920	0.0283	31.58	349.29	5.78	nan	nan	nan	nan	387.92	1757.09	2.98	8.37	357.90	11.09	-172.68	-177.44	65.60	66.71	4.05	4.13	72.61	316	88	5	374.946564	514131
