#[unix-s]	[s]	[yyyy]	[mm]	[dd]	[HH]	[MM]	[SS]	[deg]	[deg]	[mbar]	[0-1]	[ppb]	[ppb]	[ppm]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppb]	[ppb]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppm]	[ppb]	[km]	[PVU]	[K]	[km]	[hPa]	[hPa]	[K]	[K]	[km]	[km]	[deg]	[no]	[no]	[no]	[ppmv]	[s]
descriptor \
unitime	TimeCRef	year	month	day	hour	min	sec	lon	lat	p	type	CH4	d_CH4	CO2	d_CO2	N2O	d_N2O	SF6	d_SF6	int_CO	int_O3	int_H2O_gas	int_NO	int_NOy	int_acetone	int_acetonitrile	int_CO2	int_CH4	int_h_rel_TP	int_PV	int_Tpot	int_z_km	int_dp_strop_hpa	int_dp_dtrop_hpa	int_pt_rel_sTP_K	int_pt_rel_dTP_K	int_z_rel_sTP_km	int_z_rel_dTP_km	int_eqlat	flight	canister	standard	cal_MR	dt_analysis_CO2
1161327381	32182	2006	10	20	8	56	21	113.95	21.69	316.66	0	1802.121	3.5700	380.351	0.3092	320.944	0.3834	6.223	0.0521	114.55	54.47	227.48	nan	nan	nan	nan	380.69	nan	nan	0.31	337.79	9.31	215.35	220.34	-37.59	-42.39	-7.15	-7.44	23.96	167	103	1	378.789846	4006349
1161330020	34820	2006	10	20	9	40	20	118.95	18.25	216.30	0	1805.851	3.5774	381.810	0.3104	321.180	0.3836	6.182	0.0518	169.69	61.76	63.12	nan	0.84	nan	nan	380.84	nan	nan	0.42	346.40	11.96	112.84	109.96	-24.81	-22.15	-4.46	-4.31	23.23	167	105	1	378.789846	4014014
1161342636	47436	2006	10	20	13	10	36	115.86	20.71	238.00	0	1795.557	3.5570	381.360	0.3100	321.070	0.3835	6.081	0.0510	91.61	36.24	60.17	nan	0.42	nan	nan	380.02	nan	nan	0.71	344.18	11.32	131.77	136.55	-26.68	-31.62	-4.96	-5.22	27.90	168	108	1	378.789846	4016854
1161358152	62952	2006	10	20	17	29	12	101.59	30.83	280.66	0	1821.038	3.6075	377.226	0.3067	319.759	0.3823	6.140	0.0514	98.32	48.10	481.49	nan	0.25	nan	nan	379.06	nan	nan	0.23	337.77	10.07	188.36	189.41	-61.82	-59.88	-7.06	-7.02	20.51	169	110	1	378.789846	4011642
1161363537	68337	2006	10	20	18	58	57	90.81	37.41	280.45	0	1855.989	3.6767	381.486	0.3101	321.595	0.3840	6.167	0.0517	115.95	74.67	114.96	nan	2.32	nan	nan	381.20	nan	-0.70	0.34	328.10	9.92	107.53	100.35	-15.31	-11.66	-3.06	-2.81	27.29	169	111	1	378.789846	4011409
1161368920	73720	2006	10	20	20	28	40	78.67	43.88	239.98	0	1800.124	3.5660	379.810	0.3088	318.760	0.3814	6.107	0.0512	72.36	91.61	38.41	nan	0.64	nan	nan	380.12	nan	-0.19	1.21	324.96	10.73	40.34	40.14	-11.00	-10.38	-1.18	-1.14	46.39	169	112	1	378.789846	4011178
1161374304	79104	2006	10	20	21	58	24	65.49	49.24	240.29	0	1822.445	3.6103	380.964	0.3097	319.901	0.3824	6.091	0.0510	79.28	76.11	29.11	nan	0.47	nan	nan	380.20	nan	-0.67	0.84	322.27	10.56	38.38	36.08	-9.39	-8.40	-1.08	-1.02	46.26	169	113	1	378.789846	4010946
1161379688	84488	2006	10	20	23	28	8	50.58	51.47	240.28	0	1831.097	3.6274	379.064	0.3082	319.411	0.3820	6.302	0.0528	87.66	49.08	37.85	nan	0.59	nan	nan	380.33	nan	nan	0.45	322.56	10.60	59.34	52.79	-13.28	-9.98	-1.73	-1.52	34.82	169	114	1	378.789846	4010714
1161385082	89882	2006	10	21	0	58	2	34.48	54.76	204.89	0	1801.575	3.5689	379.357	0.3084	320.096	0.3826	6.099	0.0511	77.70	47.28	21.04	nan	0.25	nan	nan	379.89	nan	nan	1.22	326.60	11.62	24.77	21.63	-7.56	-6.25	-0.78	-0.68	43.67	169	115	1	378.789846	4010472
1173227921	92321	2007	3	7	1	38	41	55.28	50.60	222.50	0	1774.278	3.8626	383.027	0.3478	315.165	0.8416	6.011	0.0080	78.07	202.54	nan	nan	0.94	nan	nan	383.00	nan	0.42	4.73	319.63	10.90	-8.94	-9.87	3.97	4.34	0.24	0.26	55.20	182	122	1	378.789846	4149189
1173230461	94861	2007	3	7	2	21	1	63.75	49.59	222.50	0	1793.367	3.9042	386.226	0.3507	316.109	0.8436	6.017	0.0080	57.09	257.55	nan	nan	0.90	nan	nan	381.84	nan	0.62	6.31	324.10	10.85	-22.63	-34.60	9.28	12.72	0.59	0.89	61.90	182	123	1	378.789846	4151807
1173235548	99948	2007	3	7	3	45	48	78.19	44.34	211.98	0	1719.858	3.7441	380.417	0.3454	305.595	0.8205	5.858	0.0078	38.63	408.96	nan	nan	nan	nan	nan	380.52	nan	1.49	6.80	337.14	11.12	-30.78	-51.63	13.61	19.09	0.85	1.37	50.75	182	125	1	378.789846	4157036
1173240631	105031	2007	3	7	5	10	31	90.77	37.39	211.91	0	1713.354	3.7300	380.117	0.3451	300.620	0.8095	5.781	0.0077	34.18	497.92	nan	0.05	1.64	nan	nan	379.98	nan	2.20	7.74	344.92	11.28	-53.08	-56.75	27.79	29.01	1.42	1.51	59.30	182	127	1	378.789846	4162271
1173243173	107574	2007	3	7	5	52	53	96.98	33.74	211.93	0	1776.714	3.8679	386.133	0.3506	319.929	0.8520	6.080	0.0081	59.19	176.71	nan	0.17	0.66	nan	nan	382.17	nan	0.31	4.95	347.69	11.49	-47.53	146.72	16.53	-106.62	1.32	-7.46	34.49	182	128	1	378.789846	4164887
1173245716	110116	2007	3	7	6	35	16	102.83	30.61	211.98	0	1782.895	3.8814	382.982	0.3477	320.363	0.8530	6.100	0.0081	108.23	68.98	nan	0.14	0.45	nan	nan	382.83	nan	-0.98	0.24	354.14	11.69	65.85	144.33	-18.69	-78.21	-2.84	-6.95	12.26	182	129	1	378.789846	4167502
1173248257	112658	2007	3	7	7	17	37	106.91	26.38	211.99	0	1778.236	3.8712	385.304	0.3499	322.069	0.8568	6.127	0.0081	77.71	31.63	nan	0.07	0.14	nan	nan	382.69	nan	nan	0.03	353.38	11.92	89.69	124.37	-26.04	-37.70	-4.19	-5.30	4.36	182	130	1	378.789846	4170119
1173257358	35358	2007	3	7	9	49	18	113.81	21.97	312.99	0	1817.386	3.9564	391.763	0.3557	327.124	0.8679	6.197	0.0082	74.44	31.70	nan	nan	nan	nan	nan	383.70	nan	nan	0.07	344.32	9.42	217.47	224.29	-31.31	-39.67	-7.60	-8.04	9.68	183	131	1	378.789846	4186798
1173270268	48268	2007	3	7	13	24	28	120.21	16.22	291.83	0	1760.653	3.8329	382.905	0.3477	320.660	0.8537	6.096	0.0081	66.50	25.98	nan	nan	nan	nan	nan	383.87	nan	nan	0.04	346.43	9.91	188.16	208.38	-23.38	-39.86	-6.54	-7.71	6.25	184	134	1	378.789846	4189364
1173272921	50921	2007	3	7	14	8	41	116.10	20.51	195.96	0	1769.920	3.8531	386.160	0.3506	323.756	0.8605	6.134	0.0081	64.88	18.06	nan	nan	0.09	nan	nan	383.08	nan	nan	-0.06	355.12	12.57	103.71	109.16	-21.14	-28.08	-4.47	-4.80	-2.47	184	136	1	378.789846	4197029
1173304276	82276	2007	3	7	22	51	16	72.12	47.65	240.25	0	1793.366	3.9042	383.257	0.3480	315.265	0.8418	6.018	0.0080	81.17	178.90	nan	nan	0.78	nan	nan	383.25	nan	0.32	3.99	317.14	10.36	6.11	-6.07	-2.16	1.78	-0.16	0.15	55.67	185	141	1	378.789846	4191448
1173309661	87661	2007	3	8	0	21	1	55.14	50.59	240.25	0	1801.290	3.9214	384.800	0.3494	319.140	0.8503	6.082	0.0081	110.92	87.25	nan	nan	nan	nan	nan	384.96	nan	-0.45	2.76	317.35	10.42	17.77	18.06	-4.56	-4.74	-0.49	-0.50	50.73	185	142	1	378.789846	4191219
1176926185	78985	2007	4	18	21	56	25	18.74	51.72	261.69	0	1765.381	3.4125	384.355	0.3017	312.663	0.6456	5.985	0.0067	89.77	223.32	nan	nan	1.14	nan	nan	384.41	nan	0.35	5.04	328.85	9.83	6.11	-42.11	-1.79	8.50	-0.16	0.91	52.82	186	146	1	378.789846	181407
1176931267	84068	2007	4	18	23	21	7	36.96	54.62	260.42	0	1802.371	3.4840	385.814	0.3029	317.935	0.6546	6.055	0.0068	110.52	137.40	nan	nan	nan	nan	nan	385.94	nan	-0.06	3.49	316.82	9.83	1.14	0.35	-0.44	-0.06	-0.03	-0.01	55.89	186	148	1	378.789846	186643
1176933808	86608	2007	4	19	0	3	28	45.82	53.35	260.49	0	1737.782	3.3591	382.079	0.2999	310.506	0.6420	5.926	0.0066	59.74	307.43	nan	nan	nan	nan	nan	382.25	nan	0.66	7.42	322.96	9.84	-12.86	-33.72	4.95	10.60	0.31	0.77	78.40	186	149	1	378.789846	189264
1176936349	89149	2007	4	19	0	45	49	53.92	50.74	260.46	0	1801.413	3.4821	385.570	0.3027	318.318	0.6552	6.060	0.0068	102.36	141.04	nan	nan	nan	nan	nan	385.68	nan	-0.02	2.89	321.17	9.98	17.54	9.10	-5.13	-2.46	-0.45	-0.23	50.89	186	150	1	378.789846	191879
1176938890	91690	2007	4	19	1	28	10	63.64	50.32	260.40	0	1776.837	3.4346	384.201	0.3016	316.525	0.6522	6.022	0.0067	84.60	193.18	nan	nan	nan	nan	nan	384.29	nan	0.23	3.39	324.97	10.02	12.52	2.13	-3.85	-1.47	-0.32	-0.07	51.37	186	151	1	378.789846	194496
1176943985	96786	2007	4	19	2	53	5	82.05	47.12	212.08	0	1718.126	3.3211	381.347	0.2994	308.048	0.6378	5.895	0.0066	49.34	359.92	nan	nan	nan	nan	nan	381.97	nan	0.87	6.76	345.48	11.41	-39.57	-29.81	18.57	14.76	1.10	0.84	46.95	186	153	1	378.789846	199719
1176946527	99328	2007	4	19	3	35	27	89.53	43.72	212.06	0	1752.188	3.3870	382.846	0.3005	313.820	0.6476	5.983	0.0067	63.86	249.51	nan	nan	nan	nan	nan	382.90	nan	0.45	5.72	338.35	11.53	-17.03	-0.56	8.11	0.09	0.49	-0.09	44.33	186	154	1	378.789846	202331
1176949072	101872	2007	4	19	4	17	52	97.00	40.59	212.14	0	1802.035	3.4833	385.697	0.3028	321.631	0.6609	6.104	0.0068	115.00	85.23	nan	nan	nan	nan	nan	386.22	nan	-1.02	2.16	335.47	11.63	12.34	45.73	-4.95	-22.20	-0.38	-1.66	35.27	186	155	1	378.789846	204938
1179865888	81088	2007	5	22	22	31	28	19.10	48.20	286.95	0	1844.361	4.3508	382.521	0.3091	321.113	0.3925	6.382	0.0592	143.83	80.74	157.44	nan	2.62	nan	nan	381.52	nan	nan	0.40	329.43	9.70	83.02	83.43	-12.26	-12.43	-2.21	-2.22	29.96	190	90	1	378.789846	171844
1179870969	86169	2007	5	22	23	56	9	33.37	43.96	286.92	0	1784.135	4.2088	386.090	0.3120	320.487	0.3919	6.223	0.0577	86.07	70.83	199.24	nan	0.31	nan	nan	386.31	nan	nan	0.69	325.77	9.67	53.61	38.85	-8.95	-4.21	-1.35	-0.95	42.04	190	92	1	378.789846	177077
1179873510	88710	2007	5	23	0	38	30	40.59	42.34	286.93	0	1796.637	4.2383	386.458	0.3123	320.597	0.3920	6.267	0.0581	102.43	82.99	178.14	nan	0.50	nan	nan	386.66	nan	nan	0.60	328.11	9.76	90.04	86.92	-17.03	-15.43	-2.44	-2.34	37.63	190	93	1	378.789846	179696
1179876050	91250	2007	5	23	1	20	50	48.14	41.13	237.91	0	1814.551	4.2805	385.783	0.3117	319.643	0.3911	6.223	0.0577	102.20	112.68	58.96	nan	nan	nan	nan	385.95	nan	-0.62	1.71	332.30	10.99	38.28	25.17	-10.82	-5.88	-1.12	-0.72	43.36	190	94	1	378.789846	182312
1179878594	93794	2007	5	23	2	3	14	54.25	44.53	222.49	0	1780.721	4.2007	385.324	0.3113	315.657	0.3872	6.130	0.0569	90.36	198.38	24.21	0.17	1.54	nan	nan	385.51	nan	0.14	2.54	337.89	11.36	20.47	10.86	-6.74	-2.92	-0.61	-0.32	44.22	190	95	1	378.789846	184926
1179883676	98876	2007	5	23	3	27	56	70.11	47.67	222.46	0	1808.937	4.2673	386.619	0.3124	320.385	0.3918	6.367	0.0591	100.72	134.50	36.71	0.32	1.45	nan	nan	386.27	nan	-0.29	2.21	331.81	11.31	18.46	12.78	-6.01	-3.59	-0.54	-0.37	46.74	190	97	1	378.789846	190158
1179886217	101418	2007	5	23	4	10	17	78.71	47.15	222.44	0	1801.611	4.2500	385.654	0.3116	320.138	0.3916	6.252	0.0580	103.24	103.96	53.05	nan	nan	nan	nan	385.89	nan	-0.83	0.90	330.21	11.29	18.99	24.18	-6.14	-8.75	-0.56	-0.72	41.28	190	98	1	378.789846	192771
1179909905	38706	2007	5	23	10	45	5	114.15	20.92	281.15	0	1797.370	4.2400	386.934	0.3126	321.306	0.3927	6.225	0.0577	98.32	88.71	162.72	nan	nan	nan	nan	387.04	nan	nan	0.89	348.88	10.17	194.65	186.97	-42.11	-34.44	-7.35	-6.87	26.74	191	103	1	378.789846	215503
1179911045	39846	2007	5	23	11	4	5	116.71	19.97	216.29	0	1791.219	4.2255	386.886	0.3126	321.043	0.3924	6.177	0.0573	99.80	56.50	99.18	nan	0.50	nan	nan	386.87	nan	nan	0.19	354.05	11.98	128.49	127.01	-34.09	-32.29	-5.45	-5.36	11.63	191	104	1	378.789846	219523
1179921447	50247	2007	5	23	13	57	27	119.98	16.44	297.27	0	1796.100	4.2370	387.175	0.3128	320.498	0.3919	6.204	0.0575	110.63	58.13	1825.69	nan	nan	nan	nan	388.04	nan	nan	0.20	345.39	9.76	210.46	209.94	-41.84	-41.07	-7.64	-7.61	18.33	192	106	1	378.789846	219439
1179924078	52878	2007	5	23	14	41	18	115.64	20.68	195.91	0	1792.619	4.2288	385.877	0.3118	321.011	0.3924	6.163	0.0572	95.16	96.34	57.09	nan	1.66	nan	nan	386.10	nan	nan	0.28	356.71	12.62	110.93	108.32	-35.62	-32.76	-5.00	-4.83	14.34	192	108	1	378.789846	227122
1179944647	73447	2007	5	23	20	24	7	97.29	40.59	280.63	0	1794.279	4.2327	385.912	0.3118	318.620	0.3901	6.243	0.0579	98.56	144.60	47.44	nan	0.87	nan	nan	385.89	nan	-0.20	1.46	329.41	9.83	37.38	83.15	-9.30	-25.00	-0.95	-2.58	46.51	193	111	1	378.789846	222033
1179950032	78832	2007	5	23	21	53	52	84.55	46.08	233.60	0	1802.733	4.2526	386.160	0.3120	319.057	0.3905	6.278	0.0582	110.39	136.57	53.76	nan	1.24	nan	nan	386.31	nan	-0.27	2.11	329.62	10.97	19.70	13.25	-6.52	-3.68	-0.56	-0.37	49.00	193	112	1	378.789846	221806
1179955420	84220	2007	5	23	23	23	40	69.19	50.20	218.00	0	1795.020	4.2345	385.175	0.3112	316.418	0.3880	6.242	0.0579	98.43	154.43	43.87	nan	1.35	nan	nan	385.46	nan	-0.10	4.24	334.57	11.31	3.79	-8.68	-1.27	2.67	-0.11	0.25	50.25	193	113	1	378.789846	221578
1179960809	89609	2007	5	24	0	53	29	52.02	51.14	204.99	0	1796.433	4.2378	384.040	0.3103	316.840	0.3884	6.176	0.0573	102.31	173.62	39.60	nan	nan	nan	nan	384.04	nan	0.03	3.14	335.18	11.87	3.89	2.54	-1.84	-0.93	-0.12	-0.08	47.07	193	114	1	378.789846	221343
1179971577	100377	2007	5	24	3	52	57	16.31	51.84	206.00	0	1803.200	4.2537	386.827	0.3126	319.563	0.3910	6.170	0.0572	104.15	117.59	26.13	0.11	0.80	nan	nan	387.10	nan	-0.55	1.91	339.14	11.89	15.51	23.20	-5.87	-8.45	-0.50	-0.75	38.88	193	116	1	378.789846	220885
1187121904	79504	2007	8	14	22	5	4	19.48	48.07	261.39	0	1816.839	3.5810	380.886	0.3028	321.331	0.3261	6.380	0.0491	92.00	65.06	126.55	nan	nan	nan	nan	380.74	nan	nan	1.06	333.09	10.37	59.33	33.84	-13.89	-4.98	-1.67	-0.91	49.27	202	118	1	378.789846	273036
1187126987	84588	2007	8	14	23	29	47	35.02	43.63	237.91	0	1780.221	3.5088	382.996	0.3045	317.411	0.3229	6.211	0.0478	69.00	191.66	27.51	nan	1.56	nan	nan	383.27	nan	0.48	5.17	347.30	11.06	-19.53	89.48	6.64	-28.51	0.53	-3.16	47.51	202	120	1	378.789846	278281
1187129528	87128	2007	8	15	0	12	8	43.43	41.78	237.91	0	1801.884	3.5515	381.818	0.3035	321.249	0.3260	6.245	0.0481	80.14	61.92	29.60	nan	0.90	nan	nan	381.84	nan	nan	0.67	353.78	11.23	124.32	110.77	-30.45	-21.21	-4.73	-4.05	23.14	202	121	1	378.789846	280906
1187144784	102384	2007	8	15	4	26	24	91.55	43.28	211.90	0	1788.623	3.5254	383.684	0.3050	320.778	0.3256	6.256	0.0482	56.44	118.87	12.16	nan	0.91	nan	nan	383.68	nan	-0.14	3.02	355.37	11.88	80.66	61.76	-27.73	-18.42	-3.09	-2.25	40.27	202	127	1	378.789846	296650
1187147326	104926	2007	8	15	5	8	46	98.50	39.71	211.96	0	1785.563	3.5193	382.381	0.3040	321.104	0.3259	6.239	0.0480	65.35	85.83	10.38	nan	0.93	nan	nan	382.44	nan	-1.14	1.11	359.08	12.04	99.66	101.33	-33.60	-24.35	-4.62	-4.13	20.65	202	128	1	378.789846	299272
1187149868	107468	2007	8	15	5	51	8	104.21	36.58	211.93	0	1792.546	3.5331	382.482	0.3041	321.163	0.3259	6.256	0.0482	70.39	71.80	12.13	nan	0.62	nan	nan	382.39	nan	nan	0.88	358.55	12.10	118.44	114.97	-34.07	-30.27	-5.09	-4.88	17.26	202	129	1	378.789846	301896
1187152409	110010	2007	8	15	6	33	29	104.53	30.45	211.97	0	1799.544	3.5469	383.133	0.3046	321.499	0.3262	6.316	0.0486	81.83	74.56	21.08	nan	1.13	nan	nan	383.24	nan	nan	0.56	358.19	12.14	121.20	108.52	-35.19	-24.44	-5.23	-4.46	17.16	202	130	1	378.789846	304523
1187164862	36062	2007	8	15	10	1	2	113.63	22.03	409.60	0	1858.374	3.6629	379.534	0.3017	320.557	0.3254	6.345	0.0488	150.65	52.26	4365.70	nan	nan	nan	nan	382.09	nan	nan	0.31	338.55	7.37	305.71	306.85	-29.98	-32.15	-9.09	-9.16	22.94	203	131	1	378.789846	317866
1187167519	38719	2007	8	15	10	45	19	118.41	18.57	177.28	0	1783.130	3.5145	381.992	0.3037	321.290	0.3260	6.196	0.0477	85.14	nan	162.50	nan	0.23	nan	nan	381.94	nan	nan	-0.06	357.11	13.27	80.95	78.82	-14.05	-10.77	-3.59	-3.46	-4.83	203	133	1	378.789846	325541
1187179675	50876	2007	8	15	14	7	55	120.23	16.00	305.51	0	1782.245	3.5128	381.236	0.3031	320.794	0.3256	6.227	0.0479	87.76	29.88	1815.25	nan	nan	nan	nan	382.49	nan	nan	0.04	347.32	9.57	206.28	203.18	-18.63	-15.89	-7.10	-6.94	1.37	204	134	1	378.789846	318553
1187180828	52028	2007	8	15	14	27	8	118.79	18.17	195.97	0	1804.837	3.5573	382.739	0.3043	321.386	0.3261	6.314	0.0486	99.56	47.38	216.04	nan	0.47	nan	nan	383.06	nan	nan	-0.05	354.57	12.62	97.56	94.87	-14.08	-10.46	-4.11	-3.96	-5.10	204	135	1	378.789846	322566
1187196894	68094	2007	8	15	18	54	54	104.38	33.02	280.58	0	1829.836	3.6066	380.653	0.3026	321.386	0.3261	6.297	0.0485	90.20	70.93	652.28	nan	0.58	nan	nan	380.79	nan	nan	-0.07	348.97	10.20	181.43	180.85	-35.26	-34.76	-6.67	-6.62	-7.93	205	138	1	378.789846	321994
1187207666	78866	2007	8	15	21	54	26	83.50	46.61	232.45	0	1798.555	3.5450	381.990	0.3037	319.810	0.3248	6.317	0.0486	76.70	109.76	54.74	nan	1.00	nan	nan	381.85	nan	-0.39	3.54	333.94	11.03	5.22	-0.50	-2.04	0.17	-0.15	0.01	54.27	205	140	1	378.789846	321552
1187213048	84248	2007	8	15	23	24	8	67.91	50.27	241.47	0	1818.587	3.5844	381.860	0.3036	320.131	0.3251	6.417	0.0494	104.87	126.49	64.39	nan	1.31	nan	nan	381.71	nan	-0.02	1.99	330.35	10.73	22.66	15.43	-7.00	-4.15	-0.63	-0.43	55.97	205	141	1	378.789846	321338
1187218433	89633	2007	8	16	0	53	53	49.96	51.69	241.50	0	1821.693	3.5906	381.062	0.3029	318.506	0.3238	6.308	0.0486	101.59	160.76	66.04	nan	2.54	nan	nan	381.13	nan	0.27	1.71	333.92	10.93	48.52	24.52	-12.72	-4.12	-1.43	-0.69	50.68	205	142	1	378.789846	321119
1187223828	95028	2007	8	16	2	23	48	31.51	53.00	204.81	0	1749.605	3.4485	382.307	0.3039	311.749	0.3183	6.079	0.0468	54.54	278.27	36.73	nan	2.12	nan	nan	382.31	nan	1.60	7.73	345.11	11.95	-2.63	-25.96	1.21	9.52	0.08	0.77	58.19	205	143	1	378.789846	320890
1187229208	100408	2007	8	16	3	53	28	13.56	51.22	216.11	0	1792.437	3.5329	379.451	0.3017	320.966	0.3258	6.208	0.0478	77.19	71.52	26.00	nan	0.85	nan	nan	379.31	nan	nan	0.70	350.72	11.72	88.49	86.78	-35.15	-32.86	-3.41	-3.28	32.21	205	144	1	378.789846	320678
1190025062	45062	2007	9	17	12	31	2	1.54	51.68	226.78	0	1811.593	0.9982	382.691	0.0555	321.959	0.1125	6.381	0.0312	77.30	81.85	64.05	nan	0.94	nan	nan	382.91	nan	-0.79	1.79	333.97	11.03	8.92	17.32	-3.21	-7.25	-0.26	-0.52	46.33	206	146	1	378.789846	197304
1190026963	46963	2007	9	17	13	2	43	-4.43	51.75	226.79	0	1724.224	0.9500	382.806	0.0555	309.248	0.1091	6.008	0.0293	35.40	333.59	9.78	0.46	2.41	nan	nan	383.23	nan	2.75	9.05	348.38	10.94	-31.63	-156.04	12.08	33.21	0.86	3.46	62.05	206	147	1	378.789846	200569
1190032651	52651	2007	9	17	14	37	31	-23.63	49.42	249.50	0	1805.480	0.9948	382.104	0.0554	321.563	0.1124	6.360	0.0310	75.95	58.77	242.49	0.12	0.64	nan	nan	382.34	nan	nan	0.15	338.36	10.81	21.05	112.48	-12.52	-23.81	-1.49	-3.75	12.39	206	150	1	378.789846	210383
1190038345	58345	2007	9	17	16	12	25	-41.99	45.92	249.50	0	1808.612	0.9965	382.065	0.0554	321.832	0.1124	6.357	0.0310	76.40	55.98	125.37	0.08	0.37	nan	nan	382.18	nan	nan	0.21	338.90	10.94	106.81	115.38	-17.75	-23.06	-3.50	-3.86	17.02	206	153	1	378.789846	220185
1190040245	60245	2007	9	17	16	44	5	-48.00	45.35	249.50	0	1801.130	0.9924	380.962	0.0552	321.719	0.1124	6.360	0.0311	74.47	48.46	112.25	0.33	0.60	nan	nan	381.12	nan	nan	0.08	337.31	10.92	109.69	108.57	-21.96	-21.11	-3.62	-3.58	7.04	206	154	1	378.789846	223449
1190042148	62148	2007	9	17	17	15	48	-53.92	45.33	226.82	0	1803.387	0.9937	381.571	0.0553	322.006	0.1125	6.345	0.0310	75.00	57.95	49.06	0.12	0.44	nan	nan	381.72	nan	nan	0.30	338.65	11.50	73.25	86.38	-15.88	-24.27	-2.44	-2.97	22.95	206	155	1	378.789846	226712
1190044047	64047	2007	9	17	17	47	27	-59.38	46.18	226.82	0	1799.007	0.9913	381.030	0.0552	321.232	0.1123	6.292	0.0307	nan	68.84	70.84	0.20	0.52	nan	nan	381.21	nan	nan	3.31	337.47	11.38	76.22	55.44	-24.96	-18.38	-2.59	-1.92	47.43	206	156	1	378.789846	229979
1190045946	65946	2007	9	17	18	19	6	-64.82	46.78	226.80	0	1819.503	1.0025	380.634	0.0552	321.548	0.1123	6.452	0.0315	95.44	64.88	41.20	0.05	0.41	nan	nan	381.09	nan	nan	2.10	333.23	11.33	28.98	18.38	-9.10	-5.28	-0.88	-0.54	47.30	206	157	1	378.789846	233248
1190047837	67837	2007	9	17	18	50	37	-70.60	46.55	249.50	0	1840.019	1.0139	380.292	0.0551	321.710	0.1124	6.528	0.0319	130.60	63.69	74.76	0.04	0.39	nan	nan	380.57	nan	nan	0.30	330.83	10.74	65.31	61.79	-13.48	-11.26	-1.92	-1.80	22.83	206	158	1	378.789846	236527
1190065509	85509	2007	9	17	23	45	9	-62.76	48.44	216.04	0	1832.070	1.0095	380.645	0.0552	321.272	0.1123	6.485	0.0317	107.96	92.13	45.84	nan	0.71	nan	nan	381.46	nan	-0.44	2.30	333.17	11.62	10.55	12.73	-3.77	-4.58	-0.32	-0.38	47.61	207	162	1	378.789846	242465
1190067216	87216	2007	9	18	0	13	36	-56.89	49.76	205.78	0	1816.089	1.0007	381.282	0.0553	320.545	0.1121	6.363	0.0311	86.09	116.33	29.71	nan	0.79	nan	nan	382.16	nan	0.05	4.57	339.85	11.91	-3.16	-11.24	1.32	4.73	0.09	0.34	48.95	207	163	1	378.789846	245922
1190068914	88914	2007	9	18	0	41	54	-50.71	50.89	205.79	0	1795.943	0.9896	381.292	0.0553	321.382	0.1123	6.293	0.0307	64.83	74.52	43.47	nan	0.70	nan	nan	382.15	nan	-0.88	3.81	341.87	11.92	26.59	-26.82	-9.83	3.37	-0.88	0.71	47.05	207	164	1	378.789846	249392
1190070611	90611	2007	9	18	1	10	11	-43.85	52.32	205.79	0	1801.528	0.9926	381.309	0.0553	321.553	0.1123	6.310	0.0308	71.69	63.85	42.27	nan	0.57	nan	nan	382.19	nan	nan	0.84	341.08	11.93	41.69	38.12	-14.89	-13.06	-1.42	-1.29	36.04	207	165	1	378.789846	252861
1190072310	92310	2007	9	18	1	38	30	-36.46	53.41	205.79	0	1803.819	0.9939	381.441	0.0553	321.716	0.1124	6.300	0.0308	73.70	60.67	35.29	nan	0.53	nan	nan	382.21	nan	nan	0.51	342.13	11.95	41.36	48.86	-12.97	-17.34	-1.41	-1.69	30.40	207	166	1	378.789846	256330
1190074009	94010	2007	9	18	2	6	49	-28.79	53.99	205.80	0	1802.184	0.9930	381.068	0.0553	321.593	0.1124	6.355	0.0310	73.49	54.55	49.84	nan	0.46	nan	nan	381.68	nan	nan	0.40	340.92	11.95	41.39	55.29	-13.45	-21.08	-1.41	-1.95	27.19	207	167	1	378.789846	259797
1190075708	95708	2007	9	18	2	35	8	-21.15	53.98	205.82	0	1801.418	0.9926	381.346	0.0553	321.727	0.1124	6.369	0.0311	71.32	62.08	47.61	nan	nan	nan	nan	382.04	nan	nan	0.58	341.11	11.92	48.86	52.73	-16.92	-19.23	-1.70	-1.85	31.78	207	168	1	378.789846	263266
1190077407	97408	2007	9	18	3	3	27	-14.05	52.87	205.80	0	1799.806	0.9917	381.937	0.0554	321.354	0.1123	6.319	0.0308	68.95	72.15	48.86	nan	0.64	nan	nan	382.64	nan	-1.47	1.09	341.91	11.85	33.64	36.59	-11.15	-12.70	-1.13	-1.24	37.50	207	169	1	378.789846	266735
1190079106	99106	2007	9	18	3	31	46	-7.42	52.23	205.79	0	1781.819	0.9818	382.505	0.0555	317.814	0.1114	6.229	0.0304	53.00	181.13	18.10	nan	1.24	nan	nan	383.25	nan	0.79	6.70	344.47	11.72	-23.61	-34.47	10.50	13.15	0.70	0.97	51.98	207	170	1	378.789846	270202
1190080804	100804	2007	9	18	4	0	4	-1.07	51.54	205.79	0	1775.559	0.9783	382.602	0.0555	318.243	0.1115	6.265	0.0306	48.90	169.71	11.56	nan	1.05	nan	nan	383.42	nan	0.65	9.65	350.27	11.60	-34.72	-65.92	17.84	25.41	1.01	1.75	68.47	207	171	1	378.789846	273672
